Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
29250,CC(CNCCO*)(OC(=O)*)C(F)F,1.49E+00,4.56E+02,1.90E+01,1.44E+00,5.15E-05,1.53E-08,9.65E-09,1.19E-08,1.57E-01
29251,CCC(CO*)C(=O)NCCC(C)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.29E+00,2.75E-05,1.73E-08,9.08E-09,1.19E-08,2.38E-01
29252,CC=CC=CC(=O)N(C)CC(CO*)OC(=O)*,1.43E+00,4.86E+02,3.10E+01,1.31E+00,2.53E-05,1.75E-08,1.27E-08,7.48E-09,-7.14E-02
29253,CC(C)CC(CNC(=O)*)NC(=O)CCN*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,5.17E-05,1.76E-08,8.61E-09,7.83E-09,2.50E-01
29254,CC(C)(CCCNC(=O)COC(=O)*)CO*,1.49E+00,4.76E+02,1.40E+01,1.29E+00,5.38E-05,1.47E-08,1.51E-08,1.39E-08,3.64E-01
29255,CCCC(C)(N*)C(=O)NCC(C)NC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,4.91E-05,1.73E-08,1.22E-08,8.84E-09,-5.68E-02
29256,CCC(=O)NCC(C)(CO*)COC(=O)*,1.36E+00,4.62E+02,2.60E+01,1.32E+00,2.80E-05,1.32E-08,8.27E-09,5.69E-09,1.70E-01
29257,CC(CN*)CNC(=O)CCCCNC(=O)*,1.49E+00,4.74E+02,1.30E+01,1.30E+00,8.12E-05,1.64E-08,1.31E-08,1.02E-08,3.31E-01
29258,C=C(COC(=O)*)C(=O)NCC(CC)O*,1.46E+00,4.60E+02,1.70E+01,1.35E+00,9.24E-05,3.40E-08,1.39E-08,1.25E-08,1.45E-01
29259,CCN(CCOC(=O)*)C(=O)CC(C)(C)O*,1.36E+00,4.76E+02,1.70E+01,1.28E+00,5.01E-05,3.04E-08,1.51E-08,1.21E-08,-6.92E-02
29260,N#CCCCC(NC(=O)*)C(=O)NCCCO*,1.44E+00,4.86E+02,1.70E+01,1.36E+00,7.29E-05,1.72E-08,2.33E-08,1.44E-08,5.41E-01
29261,CC(N*)C(C)C(=O)NC(C)(C)CNC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.27E-05,1.08E-08,8.50E-09,4.20E-09,9.50E-03
29262,CN(CCNC(=O)*)CC(C)(C)N*,1.38E+00,4.32E+02,1.90E+01,1.24E+00,6.49E-05,1.51E-08,1.21E-08,1.06E-08,2.25E-01
29263,CC(CCNC(=O)C(C)(C)CNC(=O)*)N*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,3.40E-05,1.18E-08,7.52E-09,5.22E-09,-1.00E-01
29264,CCC(CO*)C(=O)NCC(C)(C)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.28E+00,5.62E-05,2.83E-08,1.38E-08,8.56E-09,-3.11E-01
29265,CC(CCN*)NC(=O)CC(C)(C)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,6.54E-05,2.08E-08,1.55E-08,1.21E-08,3.35E-01
29266,CCCCC(=O)N(C)CC(COC(=O)*)O*,1.49E+00,4.76E+02,3.10E+01,1.30E+00,4.15E-05,2.93E-08,1.43E-08,9.94E-09,-1.15E-01
29267,CC(COC(=O)*)CS(=O)(=O)CCO*,1.40E+00,4.69E+02,1.70E+01,1.47E+00,4.72E-05,1.73E-08,7.63E-09,1.44E-08,1.31E-01
29268,CC(C)CC(NC(=O)*)C(=O)NCC#CCO*,1.38E+00,4.85E+02,1.60E+01,1.29E+00,3.04E-05,1.71E-08,1.09E-08,6.47E-09,2.30E-01
29269,COCC(CN(C)C(C)CCOC(=O)*)O*,1.49E+00,4.78E+02,1.70E+01,1.24E+00,8.56E-05,4.30E-08,1.86E-08,2.84E-08,7.48E-03
29270,C=CCC(C)NC(=O)CC(CN*)OC(=O)*,1.26E+00,4.73E+02,3.10E+01,1.29E+00,5.35E-05,2.76E-08,1.36E-08,8.01E-09,1.71E-01
29271,CCC(C)(C)C(=O)NCC(CN*)OC(=O)*,1.50E+00,4.75E+02,3.10E+01,1.28E+00,5.24E-05,2.21E-08,1.57E-08,6.64E-09,-9.44E-02
29272,CC(C)(CCOC(=O)*)CNC(=O)CO*,1.40E+00,4.62E+02,1.60E+01,1.32E+00,6.87E-05,1.88E-08,1.45E-08,1.26E-08,4.66E-02
29273,CC(C)(F)C(=O)NC(CO*)COC(=O)*,1.33E+00,4.66E+02,2.60E+01,1.41E+00,6.02E-05,2.52E-08,1.69E-08,1.29E-08,4.51E-02
29274,CC(C)(C)CC(=O)NCC(CNC(=O)*)O*,1.50E+00,4.75E+02,3.10E+01,1.27E+00,6.32E-05,2.50E-08,1.38E-08,9.51E-09,1.04E-01
29275,CC(=O)CN(CCCO*)CCOC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.31E+00,1.46E-04,4.10E-08,2.89E-08,2.94E-08,2.97E-01
29276,CCC(CO*)N(C)C(=O)C(C)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.31E+00,4.75E-05,2.24E-08,1.49E-08,1.04E-08,9.92E-02
29277,CN(CCO*)C(=O)C(OC(=O)*)C(C)(C)C,1.35E+00,4.76E+02,1.90E+01,1.26E+00,2.00E-05,1.17E-08,1.13E-08,8.64E-09,1.61E-01
29278,CCOC=CC(=O)NC(CO*)COC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.39E+00,6.24E-05,2.39E-08,1.46E-08,1.11E-08,-5.08E-02
29279,C=CC(OC(=O)*)C(=O)N(C)C(CC)CO*,1.36E+00,4.74E+02,1.90E+01,1.29E+00,3.63E-05,2.33E-08,1.13E-08,9.52E-09,-1.54E-01
29280,C=CC(C)(C)C(=O)NC(CO*)COC(=O)*,1.50E+00,4.74E+02,2.60E+01,1.31E+00,6.78E-05,2.97E-08,2.42E-08,1.47E-08,4.25E-01
29281,CCC(CNCC(CF)OC(=O)*)O*,1.37E+00,4.52E+02,1.90E+01,1.30E+00,5.11E-05,3.91E-08,1.38E-08,1.96E-08,-2.39E-01
29282,CC(CNCCCO*)(OC(=O)*)C(F)F,1.39E+00,4.70E+02,1.70E+01,1.38E+00,6.43E-05,2.79E-08,1.01E-08,1.59E-08,-4.51E-01
29283,CC(C)(C#N)CNC(=O)CC(CNC(=O)*)O*,1.43E+00,4.86E+02,3.10E+01,1.34E+00,8.54E-05,2.51E-08,1.89E-08,8.50E-09,2.82E-01
29284,COCC(O*)C(=O)OCCC(C)OC(=O)*,1.49E+00,4.79E+02,1.70E+01,1.34E+00,3.76E-05,2.63E-08,1.29E-08,2.04E-08,-2.98E-02
29285,O=C(*)OCCN(CCO*)C(=O)OCCF,1.48E+00,4.82E+02,1.90E+01,1.45E+00,4.63E-05,2.48E-08,9.84E-09,1.16E-08,-1.07E-01
29286,CCSCCNC(CN*)CNC(=O)*,1.34E+00,4.64E+02,2.60E+01,1.31E+00,1.82E-04,4.75E-08,2.91E-08,1.97E-08,1.23E-01
29287,CN(CCCN*)C(=O)C(C)(C)CNC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.29E+00,3.87E-05,1.44E-08,1.06E-08,6.73E-09,1.85E-01
29288,CC(C)(CNC(=O)CO*)C(C)(C)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.30E+00,2.04E-05,9.95E-09,5.39E-09,7.49E-09,8.65E-02
29289,CCN(CCNC(=O)*)C(=O)CC(C)N*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,4.18E-05,1.18E-08,1.05E-08,1.01E-08,3.70E-01
29290,CCCCN(CCO*)C(=O)COC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.32E+00,4.52E-05,2.42E-08,1.80E-08,1.61E-08,2.50E-01
29291,O=C(CO*)NCCSCCCOC(=O)*,1.45E+00,4.80E+02,1.30E+01,1.43E+00,1.05E-04,2.67E-08,2.17E-08,2.29E-08,3.29E-01
29292,CC(CNC(=O)CCC(C)(C)NC(=O)*)N*,1.45E+00,4.74E+02,1.60E+01,1.29E+00,5.71E-05,1.57E-08,7.15E-09,7.43E-09,1.03E-01
29293,C[Si](C)(C)CNC(CO*)COC(=O)*,1.34E+00,4.64E+02,2.60E+01,1.21E+00,2.29E-05,2.09E-08,1.13E-08,1.34E-08,-4.41E-01
29294,O=C(*)OCC(CO*)NCCCCF,1.43E+00,4.52E+02,2.60E+01,1.32E+00,7.39E-05,5.89E-08,1.80E-08,2.36E-08,-1.71E-01
29295,C=CC(CO*)NC(C)CCOC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.24E+00,1.19E-04,5.61E-08,3.19E-08,3.73E-08,1.41E-01
29296,CC(C)C(C)(OC(=O)*)C(=O)OCCO*,1.43E+00,4.63E+02,1.90E+01,1.31E+00,3.89E-05,1.76E-08,1.52E-08,1.67E-08,-2.65E-01
29297,CC(O*)C(=O)N(C)C(C)C(C)(C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.50E-05,2.44E-08,1.20E-08,1.07E-08,7.13E-02
29298,CCC(COC(=O)*)NC(=O)C(C)(C)CO*,1.36E+00,4.76E+02,1.70E+01,1.28E+00,4.12E-05,1.55E-08,1.28E-08,7.75E-09,5.91E-02
29299,CC(C)(CCC(=O)NOCCO*)OC(=O)*,1.48E+00,4.78E+02,1.40E+01,1.36E+00,6.38E-05,1.93E-08,1.35E-08,1.01E-08,3.19E-01
29300,CC(CCNC(=O)*)NC(=O)CCCN*,1.48E+00,4.60E+02,1.40E+01,1.32E+00,4.84E-05,1.14E-08,1.02E-08,9.01E-09,5.31E-01
29301,CN(CCOC(=O)*)C(=O)CC(C)(C)O*,1.45E+00,4.62E+02,1.70E+01,1.32E+00,2.57E-05,1.32E-08,7.68E-09,7.90E-09,1.03E-01
29302,C=CCCCNC(=O)CC(CNC(=O)*)O*,1.26E+00,4.73E+02,3.10E+01,1.29E+00,5.49E-05,2.12E-08,1.70E-08,1.19E-08,4.73E-01
29303,CCOCC(CN(C)C(C)CN*)OC(=O)*,1.34E+00,4.77E+02,1.90E+01,1.21E+00,9.60E-05,3.42E-08,2.55E-08,2.43E-08,1.01E-01
29304,CC(C)(C)C(CO*)NC(=O)CNC(=O)*,1.45E+00,4.61E+02,1.90E+01,1.29E+00,3.20E-05,1.28E-08,6.08E-09,5.37E-09,1.33E-01
29305,CCCCS(=O)(=O)CC(CO*)OC(=O)*,1.45E+00,4.83E+02,3.10E+01,1.42E+00,7.81E-05,3.09E-08,2.05E-08,1.71E-08,-2.67E-01
29306,CC(CC(=O)N(C)CCN*)NC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.33E+00,6.04E-05,1.46E-08,1.63E-08,1.13E-08,6.19E-01
29307,CN(CCO*)C(=O)CCC(C)(C)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.30E+00,3.97E-05,2.12E-08,1.27E-08,1.59E-08,1.59E-01
29308,CC(O*)C(=O)NC(CCOC(=O)*)C(C)C,1.36E+00,4.76E+02,1.70E+01,1.27E+00,4.84E-05,2.44E-08,1.18E-08,1.25E-08,4.99E-02
29309,CCC(NCC(COC)O*)C(C)OC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.21E+00,6.34E-05,4.85E-08,2.60E-08,2.63E-08,1.73E-01
29310,CC(CO*)(COC(=O)*)NC(=O)CCCF,1.45E+00,4.80E+02,2.60E+01,1.41E+00,5.76E-05,2.38E-08,9.80E-09,9.55E-09,-2.05E-01
29311,COCC(C)(CO*)NCC(C)COC(=O)*,1.49E+00,4.78E+02,1.70E+01,1.24E+00,5.80E-05,3.90E-08,2.00E-08,3.01E-08,1.13E-01
29312,CCN(CCNC(=O)*)C(=O)NCC(C)N*,1.45E+00,4.75E+02,1.60E+01,1.33E+00,3.07E-05,1.11E-08,7.84E-09,7.52E-09,3.34E-01
29313,CCC(NC(=O)CO*)C(C)(C)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.32E+00,4.76E-05,1.56E-08,1.26E-08,8.50E-09,2.51E-01
29314,CC(C)(CC(=O)NOCCOC(=O)*)O*,1.39E+00,4.64E+02,1.60E+01,1.38E+00,4.84E-05,1.42E-08,1.12E-08,7.91E-09,3.19E-01
29315,CC(C)(CC(=O)NC(C)(C)CN*)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.28E+00,3.74E-05,1.12E-08,7.60E-09,5.91E-09,1.79E-01
29316,COCC(CNCC=CCOC(=O)*)O*,1.40E+00,4.62E+02,1.60E+01,1.28E+00,8.38E-05,2.84E-08,2.06E-08,3.64E-08,3.31E-01
29317,O=C(*)OCCN(CC=CCl)CCN*,1.42E+00,4.65E+02,1.90E+01,1.38E+00,9.42E-05,4.07E-08,2.68E-08,3.01E-08,1.85E-01
29318,CCC(CC)(CN*)NC(=O)CNC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.31E+00,3.53E-05,8.36E-09,8.07E-09,5.35E-09,1.68E-01
29319,CCC(CCOC(=O)*)CNC(=O)CO*,1.40E+00,4.62E+02,1.60E+01,1.33E+00,4.97E-05,1.68E-08,8.12E-09,1.39E-08,1.06E-01
29320,CCC(CNC(=O)CCCCN*)NC(=O)*,1.38E+00,4.74E+02,1.40E+01,1.29E+00,4.96E-05,1.22E-08,1.11E-08,9.21E-09,3.34E-01
29321,CCC(NC(=O)*)C(=O)N(CC)CCN*,1.46E+00,4.60E+02,1.90E+01,1.31E+00,3.32E-05,8.76E-09,6.85E-09,4.58E-09,5.82E-02
29323,CC(N*)C(=O)N(C)CC(C)(C)NC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.30E+00,2.34E-05,7.27E-09,5.00E-09,3.57E-09,3.15E-01
29324,CCN(CCNC(=O)*)C(=O)C(C)N*,1.41E+00,4.46E+02,1.90E+01,1.33E+00,4.40E-05,1.10E-08,9.94E-09,7.38E-09,4.08E-01
29325,CC(C)(C)CC(COC(=O)*)NC(=O)CO*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,5.93E-05,2.02E-08,1.58E-08,1.30E-08,9.70E-02
29326,CC(C)C(CNC(=O)C(C)(C)N*)NC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.25E+00,4.67E-05,1.54E-08,9.07E-09,8.25E-09,2.28E-01
29327,CC(C)(CNC(=O)C(C)(C)OC(=O)*)CO*,1.36E+00,4.76E+02,1.70E+01,1.27E+00,4.50E-05,1.74E-08,1.48E-08,1.19E-08,2.86E-01
29328,CCC(C)C(CNC(=O)C(C)N*)OC(=O)*,1.35E+00,4.75E+02,1.90E+01,1.26E+00,2.50E-05,1.73E-08,7.91E-09,6.90E-09,-3.01E-01
29329,CC(CNC(=O)CN*)CC(C)OC(=O)*,1.41E+00,4.61E+02,1.60E+01,1.29E+00,4.43E-05,1.32E-08,7.54E-09,8.73E-09,1.54E-02
29330,CC(NC(=O)*)C(C)C(=O)NCC(C)(C)N*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.83E-05,1.06E-08,8.91E-09,5.15E-09,1.96E-02
29331,CCCC(CCO*)NC(=O)COC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.33E+00,6.90E-05,2.42E-08,1.35E-08,1.29E-08,2.62E-01
29332,CCCOC(=O)NC(COC(=O)*)C(C)O*,1.47E+00,4.78E+02,2.60E+01,1.34E+00,2.75E-05,2.12E-08,1.20E-08,9.54E-09,4.97E-02
29333,CC(C)CC(CO*)NC(=O)C(C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.03E-05,1.75E-08,1.45E-08,9.04E-09,2.10E-01
29334,CC(C)(CCCN*)NC(=O)CCNC(=O)*,1.38E+00,4.74E+02,1.40E+01,1.29E+00,3.51E-05,9.23E-09,7.31E-09,6.77E-09,4.39E-01
29335,CC(C)(CNC(=O)*)NC(=O)CCCCN*,1.38E+00,4.74E+02,1.40E+01,1.28E+00,5.20E-05,1.92E-08,1.15E-08,6.57E-09,1.87E-01
29336,CC(C)C(CNC(=O)CCNC(=O)*)CO*,1.45E+00,4.75E+02,1.60E+01,1.29E+00,4.18E-05,1.96E-08,1.10E-08,1.24E-08,3.31E-01
29337,CCC(CNC(=O)CCN*)NC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.34E+00,1.03E-04,2.33E-08,1.71E-08,6.68E-09,1.69E-01
29338,CCN(CCN*)C(=O)CC(C)(C)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.28E+00,5.88E-05,1.37E-08,2.05E-08,6.77E-09,5.66E-01
29339,CC(C)C(C)NC(=O)CC(CNC(=O)*)O*,1.50E+00,4.75E+02,3.10E+01,1.27E+00,6.43E-05,2.66E-08,1.72E-08,7.80E-09,-2.69E-01
29340,CC(C)C(C(=O)NCCN*)C(C)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,4.85E-05,1.84E-08,1.20E-08,6.42E-09,4.78E-02
29341,CC(CC(C)OC(=O)*)NC(=O)C(C)O*,1.45E+00,4.62E+02,1.70E+01,1.31E+00,5.23E-05,1.72E-08,1.24E-08,1.40E-08,3.02E-01
29342,CC(NC(=O)*)C(=O)NC(CN*)C(C)(C)C,1.36E+00,4.74E+02,1.90E+01,1.25E+00,2.75E-05,1.01E-08,5.57E-09,3.75E-09,2.34E-01
29343,CN(C(=O)CC(CNC(=O)*)O*)C(C)(C)C,1.50E+00,4.75E+02,3.10E+01,1.28E+00,2.16E-05,1.14E-08,7.98E-09,5.23E-09,7.20E-03
29344,CCC(CNC(=O)C(CC)CO*)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.28E+00,4.54E-05,2.13E-08,1.10E-08,1.18E-08,2.28E-01
29345,CC(CNC(CO*)CC(F)F)OC(=O)*,1.39E+00,4.70E+02,1.90E+01,1.38E+00,7.40E-05,4.84E-08,3.08E-08,3.29E-08,-3.64E-02
29346,CC(C)CCNC(CN*)CNC(=O)*,1.47E+00,4.46E+02,2.60E+01,1.21E+00,7.59E-05,2.82E-08,1.41E-08,1.00E-08,1.74E-01
29347,CC(C)(CC(=O)NCC(C)(C)NC(=O)*)N*,1.37E+00,4.74E+02,1.70E+01,1.28E+00,3.33E-05,1.12E-08,8.27E-09,5.06E-09,2.87E-01
29348,CC(C)C(C)(OC(=O)*)C(=O)NOCCO*,1.49E+00,4.78E+02,1.70E+01,1.36E+00,2.04E-05,1.21E-08,5.25E-09,6.29E-09,1.85E-01
29349,COCCC(C)N(C)CC(CN*)OC(=O)*,1.48E+00,4.77E+02,3.10E+01,1.23E+00,6.30E-05,3.70E-08,1.51E-08,2.05E-08,-3.14E-01
29350,CC(C)(CNC(=O)*)CC(=O)NCCCO*,1.38E+00,4.75E+02,1.40E+01,1.28E+00,4.16E-05,1.64E-08,1.40E-08,1.24E-08,2.28E-01
29351,CCC(CNC(=O)NCCNC(=O)*)O*,1.40E+00,4.62E+02,1.60E+01,1.37E+00,5.57E-05,1.36E-08,6.92E-09,7.57E-09,2.46E-01
29352,CCN(CCNC(=O)*)C(=O)CCCN*,1.41E+00,4.60E+02,1.60E+01,1.31E+00,4.71E-05,1.52E-08,1.16E-08,9.34E-09,1.55E-01
29353,CC(NC(=O)*)C(C)C(=O)N(C)C(C)CN*,1.37E+00,4.74E+02,1.70E+01,1.26E+00,5.41E-05,2.49E-08,9.86E-09,5.32E-09,9.61E-02
29354,CC(C)(CCNC(=O)*)NC(=O)CCN*,1.41E+00,4.60E+02,1.60E+01,1.32E+00,6.00E-05,1.82E-08,9.73E-09,6.99E-09,6.90E-02
29356,CCCC(C)(OC(=O)*)C(=O)NCC#CCO*,1.38E+00,4.86E+02,1.60E+01,1.31E+00,6.40E-05,2.34E-08,1.21E-08,1.02E-08,1.22E-01
29357,CCC(CNC(C)(COC)COC(=O)*)O*,1.34E+00,4.78E+02,1.90E+01,1.21E+00,5.14E-05,3.86E-08,1.88E-08,2.40E-08,-2.25E-01
29358,CC(CCN*)NC(=O)C(C)(C)CNC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,3.72E-05,1.49E-08,6.91E-09,6.49E-09,6.68E-02
29359,CCOCC(CNCC=CCO*)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.25E+00,1.25E-04,6.13E-08,2.96E-08,3.81E-08,-5.67E-02
29360,CC(C)(N*)C(=O)NCC=CCOC(=O)*,1.42E+00,4.59E+02,1.60E+01,1.32E+00,1.11E-04,2.31E-08,2.55E-08,1.47E-08,5.02E-01
29361,CC(C)(CNC(=O)*)C(=O)NCC=CCO*,1.39E+00,4.73E+02,1.40E+01,1.30E+00,7.54E-05,2.24E-08,1.68E-08,1.09E-08,4.29E-01
29362,CCC(CNC(=O)C(C)(C)O*)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.30E+00,5.59E-05,2.15E-08,1.41E-08,8.33E-09,1.33E-01
29363,CCC(CNC(=O)NCC(C)N*)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.32E+00,4.33E-05,1.28E-08,7.47E-09,6.44E-09,2.56E-01
29364,CCN(CCNC(=O)*)C(=O)C(C)C(C)N*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.94E-05,1.32E-08,1.26E-08,8.58E-09,1.62E-01
29365,COC(C)C(C)N(CCO*)CCOC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.25E+00,5.39E-05,3.20E-08,1.93E-08,2.31E-08,4.94E-02
29366,CC(C)(C)C(CNC(=O)*)NC(=O)CCN*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,4.05E-05,1.32E-08,9.36E-09,5.09E-09,3.82E-01
29368,CCC(N*)C(=O)NCC=CCOC(=O)*,1.42E+00,4.59E+02,1.60E+01,1.32E+00,8.01E-05,3.40E-08,1.63E-08,1.77E-08,2.21E-01
29370,CC(C)C(CNCC(CF)O*)OC(=O)*,1.41E+00,4.66E+02,1.90E+01,1.27E+00,4.39E-05,3.22E-08,1.57E-08,2.02E-08,-1.65E-01
29371,CC(NC(=O)CC(CNC(=O)*)O*)C(F)F,1.45E+00,4.83E+02,3.10E+01,1.49E+00,8.39E-05,3.32E-08,1.15E-08,7.48E-09,-3.68E-02
29372,CCC=C(F)C(=O)NC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.42E+00,6.69E-05,2.38E-08,1.82E-08,1.59E-08,-1.64E-02
29373,CCC(C)=CC(=O)NC(CO*)COC(=O)*,1.50E+00,4.74E+02,2.60E+01,1.34E+00,5.06E-05,1.75E-08,1.67E-08,9.24E-09,2.25E-01
29374,CC(F)(F)CNC(=O)CC(CNC(=O)*)O*,1.45E+00,4.83E+02,3.10E+01,1.47E+00,7.71E-05,2.24E-08,1.83E-08,9.09E-09,3.96E-01
29376,CC(O*)C(=O)N(C)C(C)CCOC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.31E+00,5.10E-05,2.49E-08,1.96E-08,1.58E-08,-5.09E-03
29377,CC(CCO*)NCC=CCOC(=O)*,1.47E+00,4.46E+02,1.40E+01,1.25E+00,1.40E-04,4.91E-08,3.43E-08,5.29E-08,2.62E-01
29378,CC(F)(F)C(=O)N(CCN*)CCOC(=O)*,1.47E+00,4.83E+02,1.90E+01,1.47E+00,6.66E-05,2.88E-08,1.51E-08,1.66E-08,-2.27E-01
29379,CC(C)CCC(=O)NCC(CNC(=O)*)O*,1.50E+00,4.75E+02,3.10E+01,1.28E+00,3.40E-05,1.82E-08,1.08E-08,6.56E-09,1.24E-01
29380,CC(CCNC(=O)NC(C)CO*)NC(=O)*,1.49E+00,4.76E+02,1.40E+01,1.33E+00,7.40E-05,1.93E-08,1.61E-08,9.59E-09,4.70E-01
29381,CCC(CNC(=O)CC(C)N*)NC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,5.01E-05,1.33E-08,1.13E-08,8.35E-09,2.03E-01
29382,CCN(CCN*)C(=O)C(C)CNC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,6.14E-05,1.70E-08,1.46E-08,7.91E-09,1.73E-01
29383,CC(C)CCNC(=O)CC(CNC(=O)*)O*,1.50E+00,4.75E+02,3.10E+01,1.29E+00,4.36E-05,2.64E-08,1.38E-08,8.85E-09,6.13E-02
29384,CC(CNCC(C)(OC(=O)*)C(F)F)O*,1.39E+00,4.70E+02,1.90E+01,1.37E+00,8.84E-05,4.14E-08,2.05E-08,1.77E-08,-3.00E-01
29385,CC(CC(C)NC(=O)NCCNC(=O)*)N*,1.38E+00,4.75E+02,1.40E+01,1.33E+00,6.13E-05,1.49E-08,1.05E-08,6.58E-09,3.67E-01
29386,CC(CN(C)C(=O)CC(C)(C)N*)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,4.05E-05,1.29E-08,9.43E-09,8.11E-09,2.36E-01
29388,CC(OC(=O)*)C(=O)NC(CCF)CO*,1.41E+00,4.66E+02,1.90E+01,1.43E+00,3.61E-05,1.69E-08,8.81E-09,6.61E-09,3.33E-01
29389,CN(CCCF)CC(COC(=O)*)O*,1.40E+00,4.52E+02,3.10E+01,1.33E+00,4.86E-05,3.03E-08,2.08E-08,1.76E-08,-3.24E-01
29390,CC(C)(CN*)CC(=O)NCCNC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.31E+00,6.24E-05,1.89E-08,1.53E-08,1.21E-08,3.91E-01
29391,CCN(CCN*)C(=O)CCNC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.34E+00,4.58E-05,1.41E-08,1.16E-08,8.06E-09,2.84E-01
29392,CC(CCNC(=O)N(C)CCN*)NC(=O)*,1.38E+00,4.75E+02,1.40E+01,1.33E+00,5.08E-05,1.67E-08,1.06E-08,9.46E-09,2.50E-01
29393,CC(C)CCC(COC(=O)*)NC(=O)CO*,1.35E+00,4.76E+02,1.90E+01,1.28E+00,4.62E-05,1.51E-08,1.66E-08,1.09E-08,2.70E-01
29394,COCC(C)(CO*)NCCCOC(=O)*,1.43E+00,4.64E+02,1.70E+01,1.26E+00,1.23E-04,4.97E-08,3.13E-08,2.96E-08,2.56E-01
29395,CN(CCN*)C(=O)CC(C)(C)NC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.32E+00,3.17E-05,1.02E-08,5.52E-09,6.33E-09,-1.77E-01
29396,CCC(CNC(=O)NC(C)CNC(=O)*)O*,1.44E+00,4.76E+02,1.60E+01,1.33E+00,5.48E-05,1.69E-08,1.03E-08,8.44E-09,2.57E-01
29397,CCC(CC)(CN(C)C(=O)COC(=O)*)O*,1.35E+00,4.76E+02,1.90E+01,1.29E+00,4.18E-05,1.73E-08,1.68E-08,1.29E-08,2.47E-01
29398,CCN(CCN*)CC(C)NC(=O)*,1.38E+00,4.32E+02,1.90E+01,1.24E+00,1.32E-04,3.88E-08,2.50E-08,1.64E-08,7.45E-02
29399,CC(CCONC(=N)CCO*)OC(=O)*,1.46E+00,4.63E+02,1.40E+01,1.36E+00,5.79E-05,1.73E-08,1.48E-08,1.52E-08,4.11E-01
29400,CC(CC(C)NC(=O)CC(C)NC(=O)*)N*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,3.63E-05,1.14E-08,9.40E-09,6.44E-09,4.16E-01
29401,CC(NC(=O)*)C(=O)NC(C)(C)CCN*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,3.29E-05,9.32E-09,4.67E-09,4.66E-09,3.20E-01
29402,CC(CC(C)NC(=O)C(C)N*)NC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,4.18E-05,1.09E-08,9.98E-09,5.60E-09,3.79E-01
29403,CCC(NC(=O)COC(=O)*)C(O*)C(C)C,1.35E+00,4.76E+02,1.90E+01,1.28E+00,3.93E-05,1.77E-08,1.07E-08,1.01E-08,1.66E-01
