Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
9585,C=CC=CCCN(CCCO*)CCOC(=O)*,1.44E+00,4.86E+02,1.70E+01,1.22E+00,9.45E-05,5.77E-08,3.12E-08,3.88E-08,-4.34E-02
9586,CCC(CNCCC(C)(C)O*)OC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.19E+00,4.10E-05,2.96E-08,1.55E-08,2.34E-08,-8.21E-01
9587,CC(CCNC(=O)C(C)C(C)N*)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,4.94E-05,1.52E-08,1.04E-08,8.57E-09,2.32E-01
9588,CC(CO*)NC(=O)C(C)(C)COC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.31E+00,6.14E-05,2.11E-08,1.17E-08,1.10E-08,1.59E-01
9589,CCN(CCNC(=O)*)C(=O)C(C)(C)N*,1.46E+00,4.60E+02,1.90E+01,1.30E+00,3.12E-05,1.28E-08,8.79E-09,4.74E-09,4.38E-02
9590,CC(NC(=O)*)C(=O)NC(C)(CN*)C(C)C,1.36E+00,4.74E+02,1.90E+01,1.26E+00,3.93E-05,1.25E-08,8.19E-09,4.86E-09,1.39E-01
9591,CC(C)C(CO*)NC(=O)C(C)(C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.26E+00,7.74E-05,3.42E-08,1.77E-08,1.48E-08,2.43E-01
9592,CCCCCC(O*)C(C)COC(=O)*,1.47E+00,4.47E+02,2.60E+01,1.16E+00,2.84E-05,5.13E-08,2.68E-08,3.47E-08,-6.88E-01
9594,CCC(CO*)N(C)C(=O)COC(=O)*,1.39E+00,4.48E+02,1.90E+01,1.34E+00,5.10E-05,2.26E-08,1.78E-08,1.65E-08,9.26E-02
9595,CCC(C)(CCO*)NC(=O)COC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.34E+00,2.85E-05,8.98E-09,5.02E-09,6.62E-09,1.15E-01
9596,O=C(CCCCCOC(=O)*)NCCN*,1.46E+00,4.61E+02,1.30E+01,1.31E+00,6.26E-05,1.87E-08,1.79E-08,1.76E-08,3.24E-01
9597,CCN(C(=O)C(C)(C)O*)C(C)COC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,2.86E-05,1.45E-08,1.35E-08,1.10E-08,1.24E-01
9598,CCC=CNCC(CO*)OC(=O)*,1.34E+00,4.32E+02,3.10E+01,1.25E+00,1.58E-05,1.94E-08,1.45E-08,1.41E-08,-1.75E-01
9599,CCCC(C)(NC(=O)*)C(=O)NC(C)CN*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,5.38E-05,1.86E-08,1.22E-08,7.01E-09,3.23E-01
9601,CCC(CC)(CNC(=O)CN*)NC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.31E+00,4.87E-05,1.52E-08,8.87E-09,6.11E-09,5.60E-02
9602,CCOCC(C)(CO*)CC(C)COC(=O)*,1.34E+00,4.77E+02,1.90E+01,1.19E+00,3.61E-05,3.34E-08,1.71E-08,2.57E-08,-5.96E-01
9603,CCC(C)(CNC(=O)C(C)O*)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.31E+00,4.25E-05,2.34E-08,1.07E-08,8.79E-09,-2.14E-01
9604,CC(CCO*)NC(=O)C(C)(C)OC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.31E+00,3.77E-05,9.63E-09,5.78E-09,5.87E-09,3.00E-01
9605,CC(C)C(OC(=O)*)C(=O)NOCCO*,1.44E+00,4.64E+02,1.70E+01,1.36E+00,7.78E-05,2.54E-08,1.90E-08,1.64E-08,1.13E-01
9607,CC(CN*)NC(=O)C(CC(F)F)NC(=O)*,1.48E+00,4.82E+02,1.90E+01,1.50E+00,4.93E-05,1.37E-08,1.09E-08,7.34E-09,2.97E-01
9608,CC(CNC(=O)*)C(=O)N(C)CCCN*,1.41E+00,4.60E+02,1.60E+01,1.31E+00,3.84E-05,1.11E-08,9.60E-09,9.76E-09,3.23E-01
9609,CC(CCCNC(=O)*)NC(=O)C(C)(C)N*,1.45E+00,4.74E+02,1.60E+01,1.27E+00,3.01E-05,9.86E-09,4.72E-09,5.53E-09,9.76E-02
9610,CCC(CC)CNC(=O)C(CO*)NC(=O)*,1.50E+00,4.75E+02,3.10E+01,1.24E+00,5.04E-05,2.65E-08,1.47E-08,1.27E-08,-3.30E-01
9611,CC(C)(C)CC(CCO*)OC(=O)*,1.39E+00,4.33E+02,2.60E+01,1.17E+00,3.87E-05,3.99E-08,1.74E-08,2.17E-08,2.84E-03
9612,CNCCN(C)C(=O)CC(CNC(=O)*)O*,1.49E+00,4.76E+02,3.10E+01,1.34E+00,5.08E-05,1.62E-08,7.60E-09,7.40E-09,1.00E-02
9613,CC(CNC(=O)C(C)(C)CNC(=O)*)N*,1.46E+00,4.60E+02,1.70E+01,1.30E+00,4.14E-05,1.46E-08,7.78E-09,7.71E-09,1.79E-01
9614,CCCCC(CN*)NC(=O)C(C)NC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,6.24E-05,2.56E-08,1.46E-08,1.25E-08,-7.11E-02
9616,CC(CCNC(=O)*)NC(=O)C(N*)C(C)C,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.98E-05,1.57E-08,9.13E-09,7.10E-09,1.14E-01
9619,CCC(CO*)C(=O)NCCCCOC(=O)*,1.49E+00,4.76E+02,1.40E+01,1.29E+00,9.13E-05,3.22E-08,1.92E-08,1.78E-08,2.51E-01
9620,CC(CCN*)NC(=O)C(C)CNC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.30E+00,4.21E-05,1.28E-08,9.92E-09,7.13E-09,3.68E-01
9621,CC(CN(C)C(C)CNC(=O)*)N*,1.38E+00,4.32E+02,1.90E+01,1.23E+00,5.40E-05,1.53E-08,9.88E-09,7.80E-09,5.14E-03
9622,CN(CC(C)(C)NC(=O)*)C(=O)C(C)(C)N*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,2.43E-05,1.09E-08,4.83E-09,3.65E-09,2.64E-02
9623,CC(C)OC(=O)NC(CO*)C(C)OC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.33E+00,5.71E-05,3.21E-08,1.66E-08,1.67E-08,1.53E-01
9624,CC(CCOC(=O)*)S(=O)(=O)CCCO*,1.39E+00,4.83E+02,1.60E+01,1.44E+00,1.10E-04,2.65E-08,2.39E-08,2.75E-08,3.78E-01
9626,CCC(N*)C(=O)NC(C)(C)CNC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.30E+00,6.07E-05,1.69E-08,1.60E-08,8.49E-09,2.21E-01
9627,CC(C)(CNC(=O)CCCN*)NC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.30E+00,3.93E-05,1.14E-08,5.98E-09,6.74E-09,3.47E-01
9628,CC(C)CC(COC(=O)*)NC(=O)CO*,1.44E+00,4.62E+02,1.90E+01,1.32E+00,3.52E-05,1.43E-08,1.06E-08,9.77E-09,3.24E-01
9629,CCCC(OC(=O)*)C(=O)N(CC)CCN*,1.35E+00,4.75E+02,1.90E+01,1.26E+00,4.04E-05,2.06E-08,1.44E-08,9.51E-09,1.57E-01
9630,CC(C)(F)C(=O)NCC(CN*)OC(=O)*,1.31E+00,4.65E+02,3.10E+01,1.38E+00,5.45E-05,2.33E-08,1.45E-08,1.02E-08,2.17E-01
9633,CC(N*)C(C)C(=O)N(C)CCNC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,5.35E-05,1.77E-08,7.62E-09,6.94E-09,7.32E-02
9636,CN(CCCNC(=O)*)C(=O)CCCN*,1.48E+00,4.60E+02,1.40E+01,1.32E+00,5.02E-05,1.60E-08,7.30E-09,1.07E-08,4.38E-02
9637,CC(C)(C)C(OC(=O)*)C(=O)NCCO*,1.44E+00,4.62E+02,1.90E+01,1.31E+00,3.51E-05,1.42E-08,1.18E-08,8.93E-09,3.30E-01
9642,CCCN(CCOC(=O)*)CC(CC#N)O*,1.37E+00,4.73E+02,1.90E+01,1.28E+00,4.90E-05,2.27E-08,1.40E-08,1.38E-08,1.16E-01
9643,CCCC(CNCC(=O)CCO*)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.27E+00,5.46E-05,2.70E-08,1.71E-08,2.34E-08,1.22E-02
9644,CSC(C)C(=O)NC(CO*)COC(=O)*,1.45E+00,4.80E+02,2.60E+01,1.42E+00,3.90E-05,1.38E-08,9.08E-09,1.04E-08,1.50E-01
9645,CCCOC(=O)NC(CO*)COC(=O)*,1.34E+00,4.64E+02,2.60E+01,1.36E+00,4.08E-05,2.07E-08,9.02E-09,1.09E-08,9.77E-02
9646,CN(CCNC(=O)*)C(=O)C(C)(C)N*,1.41E+00,4.46E+02,1.90E+01,1.32E+00,3.67E-05,1.14E-08,7.42E-09,5.14E-09,1.86E-01
9647,CC(N*)C(=O)NCC(NC(=O)*)C(C)C,1.46E+00,4.60E+02,1.90E+01,1.30E+00,3.96E-05,1.36E-08,7.49E-09,5.72E-09,1.45E-01
9648,CC(CCCOC(=O)*)NC(=O)C(C)O*,1.40E+00,4.62E+02,1.60E+01,1.31E+00,5.27E-05,2.07E-08,1.44E-08,1.46E-08,1.97E-01
9650,CC(C)(C)C(COC(=O)*)NC(=O)CCN*,1.36E+00,4.75E+02,1.70E+01,1.27E+00,4.59E-05,1.70E-08,1.08E-08,8.22E-09,9.68E-02
9651,CC(CNC(=O)C(C)(O*)C(C)C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,2.98E-05,1.33E-08,8.11E-09,7.75E-09,7.84E-02
9652,CC(C)C(CNCCCO*)OC(=O)*,1.41E+00,4.48E+02,1.70E+01,1.20E+00,6.42E-05,3.75E-08,2.44E-08,3.59E-08,-4.99E-02
9653,CC(C)(CNC(=O)*)C(=O)NCCCCO*,1.38E+00,4.75E+02,1.40E+01,1.26E+00,7.04E-05,2.57E-08,1.77E-08,1.64E-08,1.33E-01
9654,CC(C)OCCCNC(CN*)CNC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.23E+00,8.96E-05,3.13E-08,1.97E-08,1.71E-08,2.53E-01
9655,CC(C)C(OC(=O)*)C(=O)NCCCCN*,1.45E+00,4.75E+02,1.60E+01,1.27E+00,6.45E-05,1.95E-08,1.31E-08,1.33E-08,2.88E-01
9656,CC(CCCC#N)NCC(CNC(=O)*)O*,1.27E+00,4.72E+02,3.10E+01,1.25E+00,6.16E-05,1.96E-08,1.79E-08,1.81E-08,3.72E-01
9657,CCC(COC(=O)*)N(C)CC(COC)O*,1.34E+00,4.78E+02,1.90E+01,1.22E+00,8.96E-05,4.27E-08,3.24E-08,2.77E-08,1.94E-02
9658,N=C(NC(=O)CCO*)SCCNC(=O)*,1.48E+00,4.78E+02,1.40E+01,1.53E+00,6.87E-05,1.75E-08,1.18E-08,1.25E-08,1.69E-01
9659,CCCCN(CCCOC(=O)*)C(=O)CO*,1.36E+00,4.76E+02,1.70E+01,1.29E+00,6.03E-05,2.81E-08,1.75E-08,1.90E-08,-3.45E-02
9661,CCN(CCNC(=O)*)C(=O)COCCN*,1.49E+00,4.76E+02,1.40E+01,1.35E+00,7.05E-05,1.71E-08,1.33E-08,9.06E-09,1.95E-01
9663,CC(C)(C)C(CC(=O)NCCNC(=O)*)N*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,6.07E-05,1.63E-08,1.06E-08,8.81E-09,1.68E-01
9665,CC(C)(OC(=O)*)C(=O)NCCCCO*,1.40E+00,4.62E+02,1.60E+01,1.32E+00,7.37E-05,2.08E-08,1.35E-08,1.52E-08,8.61E-02
9667,CC(C)OCCCNCC(CO*)OC(=O)*,1.48E+00,4.78E+02,3.10E+01,1.23E+00,6.81E-05,4.62E-08,3.04E-08,3.26E-08,3.18E-02
9668,CC(OC(=O)*)C(=O)NC(C)(C)CCO*,1.45E+00,4.62E+02,1.70E+01,1.32E+00,4.11E-05,1.68E-08,1.03E-08,8.70E-09,3.97E-01
9669,CN(CC(COC(=O)*)O*)C(=O)CCCF,1.47E+00,4.80E+02,3.10E+01,1.41E+00,2.57E-05,2.29E-08,9.82E-09,1.11E-08,-2.15E-01
9671,CCN(CCN*)C(=O)C(C)(C)CNC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,6.32E-05,2.02E-08,1.45E-08,9.84E-09,2.00E-01
9676,CCN(CCO*)C(=O)C(C)(C)COC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.29E+00,4.99E-05,2.57E-08,2.36E-08,2.10E-08,2.40E-01
9677,CCN(C(=O)CO*)C(C)COC(=O)*,1.39E+00,4.48E+02,1.90E+01,1.34E+00,2.27E-05,1.23E-08,8.09E-09,1.19E-08,2.68E-01
9680,C[Si](C)(C)CNCC(COC(=O)*)O*,1.32E+00,4.64E+02,3.10E+01,1.21E+00,2.36E-05,2.00E-08,1.08E-08,9.77E-09,-4.01E-01
9681,CCC(N*)C(=O)NC(C)CNC(=O)*,1.41E+00,4.46E+02,1.90E+01,1.32E+00,5.90E-05,1.99E-08,9.56E-09,7.43E-09,9.90E-02
9683,CC(=CCCC(C)CCO*)COC(=O)*,1.49E+00,4.59E+02,1.40E+01,1.20E+00,5.58E-05,4.14E-08,2.87E-08,4.15E-08,1.37E-01
9684,CCC(C)CNC(CN*)CNC(=O)*,1.47E+00,4.46E+02,2.60E+01,1.20E+00,8.90E-05,2.63E-08,2.65E-08,1.19E-08,3.56E-01
9686,CC(CCOC(=O)*)NC(=O)C(O*)C(C)C,1.36E+00,4.76E+02,1.70E+01,1.27E+00,5.13E-05,2.49E-08,1.08E-08,1.43E-08,-1.58E-01
9690,CCN(CC(O*)C(C)OC(=O)*)C(C)C,1.33E+00,4.62E+02,3.10E+01,1.19E+00,2.93E-05,4.34E-08,1.88E-08,1.08E-08,-4.26E-01
9692,CC(C)CNC(=O)C(OC(=O)*)C(C)(C)O*,1.49E+00,4.76E+02,3.10E+01,1.28E+00,2.26E-05,1.31E-08,9.64E-09,7.11E-09,-3.81E-01
9693,CC(CNC(=O)C(N*)C(C)(C)C)NC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,7.60E-05,2.63E-08,1.30E-08,8.21E-09,1.34E-01
9694,CC(CNC(=O)N(C)CC(C)NC(=O)*)N*,1.45E+00,4.75E+02,1.60E+01,1.33E+00,4.05E-05,1.31E-08,8.72E-09,6.90E-09,2.78E-01
9697,COCCN(CCO*)CC(C)(C)NC(=O)*,1.34E+00,4.77E+02,1.90E+01,1.23E+00,7.70E-05,3.06E-08,1.47E-08,2.26E-08,2.42E-01
9698,CN(CC(C)(C)CNC(=O)*)C(=O)CN*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,3.55E-05,1.38E-08,6.93E-09,7.23E-09,1.72E-01
9699,CC(C)(CCNC(=O)CCN*)NC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.32E+00,5.70E-05,1.54E-08,1.05E-08,1.02E-08,2.54E-01
9700,CC(NC(=O)*)C(=O)NC(CO*)C(C)(C)C,1.35E+00,4.75E+02,1.90E+01,1.26E+00,3.89E-05,1.92E-08,8.27E-09,6.52E-09,-9.03E-03
9701,CCC(C)(C#CCO*)OC(=O)*,1.46E+00,4.15E+02,2.20E+01,1.28E+00,5.03E-05,2.72E-08,1.73E-08,1.49E-08,-1.74E-01
9703,CCC(CCOC(=O)*)CNC(=O)C(C)O*,1.44E+00,4.76E+02,1.60E+01,1.29E+00,4.63E-05,1.51E-08,1.16E-08,1.19E-08,8.05E-02
9704,CCC(CNC(=O)C(C)C(C)N*)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.90E-05,1.47E-08,8.71E-09,5.91E-09,2.61E-01
9706,CC(C)(OC(=O)*)C(N*)C(=O)NCC(F)F,1.45E+00,4.83E+02,3.10E+01,1.49E+00,3.37E-05,1.52E-08,1.37E-08,5.04E-09,-7.98E-02
9712,CC(CN*)CNC(=O)C(C)C(C)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,5.81E-05,2.26E-08,1.08E-08,7.69E-09,3.36E-02
9713,COCC(COC(=O)*)NC(C)CCO*,1.43E+00,4.64E+02,1.70E+01,1.21E+00,1.22E-04,5.47E-08,3.15E-08,4.15E-08,1.84E-01
9716,CC(C)(CC(=O)NCCCO*)OC(=O)*,1.40E+00,4.62E+02,1.60E+01,1.33E+00,6.66E-05,2.56E-08,1.72E-08,1.24E-08,1.79E-02
9717,CN(CCN*)C(=O)C(C)(C)CNC(=O)*,1.46E+00,4.60E+02,1.70E+01,1.31E+00,2.72E-05,9.73E-09,6.17E-09,4.96E-09,3.57E-01
9718,CC(CC(C)NC(=O)C(C)CN*)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,3.55E-05,1.54E-08,1.23E-08,7.31E-09,5.28E-02
9721,CC(CO*)NC(C)COC(=O)*,1.49E+00,4.20E+02,1.90E+01,1.27E+00,1.23E-04,5.22E-08,3.12E-08,3.97E-08,1.74E-01
9723,CCCNC(=O)N(C)CC(CO*)OC(=O)*,1.49E+00,4.77E+02,3.10E+01,1.35E+00,5.60E-05,3.72E-08,1.04E-08,1.65E-08,-3.05E-01
9724,COCCCCCNC(CN*)CNC(=O)*,1.48E+00,4.76E+02,2.60E+01,1.25E+00,1.51E-04,5.08E-08,2.87E-08,2.74E-08,1.02E-01
9725,CC(CNC(=O)C(OC(=O)*)C(C)(C)C)O*,1.35E+00,4.76E+02,1.90E+01,1.25E+00,5.40E-05,2.55E-08,1.42E-08,1.28E-08,4.07E-02
9728,CC(CC(=O)NCC(NC(=O)*)C(C)C)N*,1.37E+00,4.74E+02,1.70E+01,1.27E+00,3.08E-05,7.78E-09,4.05E-09,4.09E-09,7.80E-02
9729,CC(CNC(=O)*)(CC(=O)O)O*,1.44E+00,4.20E+02,3.10E+01,1.46E+00,6.71E-05,2.23E-08,1.71E-08,1.41E-08,4.14E-02
9731,CCC(CC)(CNC(=O)CO*)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.33E+00,3.44E-05,1.33E-08,6.02E-09,5.85E-09,2.41E-01
9735,CC(CCCOC(=O)*)CNC(=O)C(C)N*,1.38E+00,4.75E+02,1.40E+01,1.27E+00,2.75E-05,1.42E-08,7.33E-09,1.03E-08,3.16E-01
9736,CCC(C)(OC(=O)*)C(=O)NC(C)CO*,1.44E+00,4.62E+02,1.90E+01,1.31E+00,5.48E-05,1.92E-08,8.79E-09,7.12E-09,-7.64E-02
9738,CN(C)CC(C)(C)NCC(CO*)OC(=O)*,1.48E+00,4.77E+02,3.10E+01,1.22E+00,9.79E-05,3.02E-08,2.07E-08,2.40E-08,3.51E-01
9740,CC(OC(=O)*)C(=O)NCC(C)(O*)C(C)C,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.69E-05,2.09E-08,1.10E-08,8.04E-09,2.46E-01
9742,CC(C)CNC(CN*)CNC(=O)*,1.39E+00,4.32E+02,2.60E+01,1.22E+00,6.63E-05,1.95E-08,1.96E-08,1.05E-08,5.29E-01
9745,CCCCCCC(CC(C)OC(=O)*)O*,1.36E+00,4.61E+02,2.60E+01,1.14E+00,3.18E-05,5.86E-08,3.04E-08,2.91E-08,-9.14E-01
9747,CCC(CC)(CNC(=O)*)NC(=O)CCN*,1.37E+00,4.74E+02,1.70E+01,1.29E+00,5.65E-05,1.67E-08,1.26E-08,6.06E-09,1.58E-01
9750,CCCN(CC(C)(C)O*)C(=O)COC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,3.77E-05,2.56E-08,1.51E-08,1.32E-08,-4.38E-01
9753,CCC(N*)C(NC(=O)*)C(=O)OC,1.33E+00,4.33E+02,3.10E+01,1.36E+00,3.09E-05,1.23E-08,9.17E-09,4.81E-09,1.71E-01
9754,CC(C)(CCO*)COC(=O)*,1.42E+00,4.05E+02,2.20E+01,1.24E+00,3.26E-05,2.02E-08,1.09E-08,1.93E-08,7.24E-02
9755,CC(CN*)CNC(=O)CC(C)(C)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.28E+00,4.21E-05,1.26E-08,1.28E-08,7.99E-09,3.66E-01
9761,CC(CNCC(C)(C)OCCOC(=O)*)O*,1.48E+00,4.78E+02,1.40E+01,1.23E+00,1.52E-04,7.49E-08,3.17E-08,3.68E-08,7.15E-02
9764,CC(CNC(=O)*)N(C)CCCN*,1.42E+00,4.32E+02,1.70E+01,1.24E+00,7.74E-05,1.99E-08,1.15E-08,1.12E-08,1.97E-01
9766,CCCC(O*)C(=O)N(C)CCCOC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.27E+00,4.09E-05,3.10E-08,1.51E-08,1.72E-08,-1.66E-01
9768,CCC(N*)C(=O)NCC(F)(F)CNC(=O)*,1.47E+00,4.82E+02,1.70E+01,1.47E+00,4.96E-05,1.46E-08,8.06E-09,8.46E-09,1.38E-01
9777,CCC(CO*)SCCC(C)(C)OC(=O)*,1.48E+00,4.79E+02,1.70E+01,1.26E+00,3.52E-05,2.53E-08,2.17E-08,2.28E-08,-4.46E-01
9779,C=C(C)CCN(CCOC(=O)*)CC(C)O*,1.36E+00,4.74E+02,1.90E+01,1.21E+00,5.28E-05,3.76E-08,1.93E-08,2.57E-08,-2.55E-01
9780,COCC(C)(C)NCC(OC(=O)*)C(C)O*,1.48E+00,4.78E+02,3.10E+01,1.24E+00,3.93E-05,2.95E-08,2.20E-08,2.92E-08,-6.02E-02
9781,CCCCOC(=O)C(CN*)NC(=O)*,1.44E+00,4.47E+02,3.10E+01,1.33E+00,3.69E-05,1.67E-08,1.04E-08,1.03E-08,3.55E-01
9799,COCC(CN(C)CC(C)(C)NC(=O)*)O*,1.34E+00,4.77E+02,1.90E+01,1.22E+00,6.81E-05,4.12E-08,1.71E-08,2.04E-08,-6.86E-03
9806,CCCN(CC)CC(O*)C(C)OC(=O)*,1.33E+00,4.62E+02,3.10E+01,1.19E+00,5.12E-05,4.39E-08,2.25E-08,1.84E-08,-2.99E-01
9811,CCCCC(CN*)NC(=O)CCNC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.28E+00,3.36E-05,1.33E-08,9.69E-09,7.61E-09,3.71E-01
9812,CCC(CC)C(CCO*)NC(=O)*,1.39E+00,4.32E+02,2.60E+01,1.19E+00,2.51E-05,2.71E-08,8.66E-09,7.03E-09,-3.45E-01
9817,CC(C)N(C)C(=O)C(CCCNC(=O)*)N*,1.32E+00,4.74E+02,2.20E+01,1.26E+00,9.22E-05,3.50E-08,2.57E-08,9.11E-09,6.85E-02
9826,C=CCCCC(N*)C(=O)N(C)CCNC(=O)*,1.45E+00,4.86E+02,1.90E+01,1.28E+00,3.53E-05,1.46E-08,1.29E-08,8.10E-09,2.06E-01
9828,CC(C)(CCNC(=O)CCCNC(=O)*)N*,1.38E+00,4.74E+02,1.40E+01,1.29E+00,3.94E-05,1.10E-08,7.23E-09,7.46E-09,3.13E-01
9837,CC(CC(C)(C)NC(=O)*)N*,1.49E+00,4.03E+02,2.60E+01,1.25E+00,4.10E-05,1.26E-08,1.58E-08,6.47E-09,4.73E-01
9838,C=CCCC(C)N(CCNC(=O)*)CCO*,1.37E+00,4.73E+02,1.90E+01,1.19E+00,9.88E-05,5.08E-08,3.55E-08,3.00E-08,-1.75E-01
9858,CC(CCCC#N)NCC(CO*)OC(=O)*,1.26E+00,4.73E+02,3.10E+01,1.26E+00,1.02E-04,4.44E-08,2.31E-08,2.60E-08,1.32E-01
10522,C#CCCCNC(=O)C(CCCN*)NC(=O)*,1.45E+00,4.84E+02,2.20E+01,1.32E+00,9.11E-05,2.47E-08,2.03E-08,1.11E-08,3.64E-01
13123,NC(=O)C(COC(=O)*)NC(=O)CO*,1.39E+00,4.49E+02,1.90E+01,1.58E+00,6.88E-05,1.56E-08,9.52E-09,7.36E-09,2.38E-01
13148,CC(C)(CC(N)=O)NCC(COC(=O)*)O*,1.49E+00,4.77E+02,3.10E+01,1.37E+00,7.40E-05,2.22E-08,1.43E-08,1.10E-08,1.39E-01
13189,COC(=O)CN(CCNC(=O)*)CCO*,1.43E+00,4.63E+02,1.90E+01,1.35E+00,1.53E-04,4.64E-08,3.36E-08,3.70E-08,3.52E-01
13222,NC(=O)CCNC(=O)C(CN*)OC(=O)*,1.33E+00,4.62E+02,3.10E+01,1.50E+00,8.88E-05,1.40E-08,1.85E-08,9.55E-09,4.65E-01
13234,CC(CNC(=O)*)NC(=O)C(C)N*,1.38E+00,4.32E+02,1.90E+01,1.36E+00,4.65E-05,1.17E-08,9.32E-09,5.57E-09,3.05E-01
13239,COC(=O)C(NC(=O)CO*)C(C)OC(=O)*,1.34E+00,4.78E+02,1.90E+01,1.44E+00,3.83E-05,1.51E-08,9.85E-09,1.08E-08,1.47E-01
13242,CN(CCNC(=O)CO*)C(=O)COC(=O)*,1.49E+00,4.77E+02,1.40E+01,1.47E+00,5.31E-05,1.08E-08,8.87E-09,7.55E-09,2.18E-01
13258,COC(C)(CNCC(CO*)OC(=O)*)OC,1.46E+00,4.80E+02,3.10E+01,1.32E+00,6.61E-05,3.88E-08,2.86E-08,2.69E-08,2.58E-01
13262,C#CC(C)NCC(CO*)OC(=O)*,1.35E+00,4.30E+02,3.10E+01,1.29E+00,3.80E-05,2.74E-08,1.47E-08,1.55E-08,-1.74E-01
13263,CC#CCNC(CO*)COC(=O)*,1.41E+00,4.30E+02,2.60E+01,1.32E+00,5.22E-05,3.85E-08,1.82E-08,1.62E-08,-3.49E-01
13269,CCN(C)C(=O)CNC(CO*)COC(=O)*,1.47E+00,4.77E+02,2.60E+01,1.33E+00,9.03E-05,3.21E-08,3.14E-08,2.94E-08,2.54E-01
13270,COCC(CNC(=O)COC(=O)*)O*,1.38E+00,4.50E+02,1.90E+01,1.43E+00,1.27E-04,3.39E-08,1.82E-08,1.42E-08,2.14E-01
13278,COC(CNC(=O)*)C(=O)NC(C)C(C)N*,1.36E+00,4.76E+02,1.70E+01,1.33E+00,3.62E-05,8.20E-09,4.89E-09,5.39E-09,3.01E-01
13280,COC(CN*)C(=O)N(C)C(C)CNC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.33E+00,4.40E-05,1.36E-08,7.60E-09,6.33E-09,1.84E-01
13281,CC(C)(C)C(CCN*)OC(=O)*,1.35E+00,4.18E+02,2.60E+01,1.18E+00,4.19E-05,2.08E-08,2.18E-08,9.74E-09,-2.50E-01
13291,CNC(=O)CN(C)C(=O)C(CN*)OC(=O)*,1.49E+00,4.76E+02,3.10E+01,1.45E+00,5.31E-05,1.41E-08,1.10E-08,6.59E-09,3.46E-01
13292,CON=CC(=O)NC(CO*)COC(=O)*,1.35E+00,4.63E+02,2.60E+01,1.46E+00,5.48E-05,1.77E-08,1.87E-08,1.26E-08,4.04E-01
13298,CS(=O)(=O)CCNC(CO*)COC(=O)*,1.43E+00,4.84E+02,2.60E+01,1.48E+00,9.23E-05,2.32E-08,1.55E-08,1.51E-08,2.93E-01
13304,COCC(NC(=O)*)C(=O)NCCCO*,1.44E+00,4.63E+02,1.70E+01,1.38E+00,5.77E-05,1.97E-08,1.27E-08,8.51E-09,2.91E-01
13305,CC(C)(OC(=O)*)C(=O)NCCN*,1.38E+00,4.33E+02,1.90E+01,1.35E+00,9.80E-05,2.66E-08,1.52E-08,1.21E-08,2.52E-01
13310,CC(OC(=O)*)C(CO*)NS(N)(=O)=O,1.30E+00,4.71E+02,2.60E+01,1.62E+00,2.02E-05,1.08E-08,7.00E-09,8.45E-09,6.60E-02
13311,CCOCCNC(CN*)CNC(=O)*,1.46E+00,4.48E+02,2.60E+01,1.28E+00,1.00E-04,2.93E-08,1.93E-08,1.91E-08,1.50E-01
